review_id_generated,review,rating,date,bank,source,app_name,app_id,review_preprocessed,sentiment_label,sentiment_score,identified_theme
622,Can you please just make it functional. I don't think anyone cares how good it looks if not a single functionality works. Plus it's not even aestheticaly nice. The loading animated icon has white irregular edges because the logo wasn't cut out correctly. The app doesn't work at all. It doesn't even login. It gets stuck on login just showing the logo animation and blames the issue on connectivity. Connectivity is fine and the proof is that this review is posted.,1,2024-04-15,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,Can you please just make it functional. I don't think anyone cares how good it looks if not a single functionality works. Plus it's not even aestheticaly nice. The loading animated icon has white irregular edges because the logo wasn't cut out correctly. The app doesn't work at all. It doesn't even login. It gets stuck on login just showing the logo animation and blames the issue on connectivity. Connectivity is fine and the proof is that this review is posted.,NEGATIVE,-0.1774,Transaction Performance
623,Boa,4,2025-01-18,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,Boa,NEUTRAL,0.0,General Feedback
624,It usually crashes and unable to process also it request to off the developer options,1,2024-07-05,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,It usually crashes and unable to process also it request to off the developer options,NEUTRAL,0.0,General Feedback
625,It always crashes,1,2024-05-02,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,It always crashes,NEUTRAL,0.0,General Feedback
626,Is it necessary to switch off developer options every time to use mobile banking?🤔🤔😡😡😡,1,2024-08-04,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,Is it necessary to switch off developer options every time to use mobile banking? thinking_face  thinking_face  enraged_face  enraged_face  enraged_face ,NEUTRAL,0.0,General Feedback
627,The most terrible mobel banking app in the world it is not working ones in a week,1,2024-04-13,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,The most terrible mobel banking app in the world it is not working ones in a week,NEGATIVE,-0.5256,General Feedback
628,it doesnt work it crashes,1,2024-05-03,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,it doesnt work it crashes,NEUTRAL,0.0,General Feedback
629,Poor application. It turned off by itself,1,2024-07-23,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,Poor application. It turned off by itself,NEGATIVE,-0.4767,General Feedback
630,The best of best,5,2025-01-09,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,The best of best,POSITIVE,0.8555,General Feedback
631,Need many improvements,2,2024-04-30,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,Need many improvements,POSITIVE,0.3182,General Feedback
632,"A total disaster of an app. Always offline, never works, it's embarassing. I've lost hope and taken my business to a competitor",1,2024-08-08,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,"A total disaster of an app. Always offline, never works, it's embarassing. I've lost hope and taken my business to a competitor",NEGATIVE,-0.6124,General Feedback
633,"This app is trash, it's not working for the past 3-4 days. I've to go to the bank to send money to other banks. Plus the app keeps crashing since the last update. BOA as a bank is deteriorating! This has to change.",1,2024-04-30,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,"This app is trash, it's not working for the past 3-4 days. I've to go to the bank to send money to other banks. Plus the app keeps crashing since the last update. BOA as a bank is deteriorating! This has to change.",NEUTRAL,0.0,Feature Requests & General
634,The worst App I have ever seen.,1,2024-04-25,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,The worst App I have ever seen.,NEGATIVE,-0.6249,General Feedback
635,A lot of the app's features have been rearranged but sometimes it works sometimes it doesnt...and that makes it less reliable specially at times of need...pls improve it,2,2024-04-18,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,A lot of the app's features have been rearranged but sometimes it works sometimes it doesnt...and that makes it less reliable specially at times of need...pls improve it,POSITIVE,0.5927,General Feedback
636,Wonderfull app,5,2025-03-08,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,Wonderfull app,NEUTRAL,0.0,General Feedback
637,By assessing this you can tell Abyssinia bank has no idea what mobile banking is ?,1,2025-01-02,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,By assessing this you can tell Abyssinia bank has no idea what mobile banking is ?,NEGATIVE,-0.296,General Feedback
638,"Unreliable, expensive service. Most of the time, it is not working. Sometimes, it will take more than a day to complete transactions and charges more for this unworthy service. I will not recommend this bank app to anyone.",1,2024-06-10,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,"Unreliable, expensive service. Most of the time, it is not working. Sometimes, it will take more than a day to complete transactions and charges more for this unworthy service. I will not recommend this bank app to anyone.",NEGATIVE,-0.7929,General Feedback
639,"Nothing has been improved, it doesn't work like the previous version.",1,2025-09-25,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,"Nothing has been improved, it doesn't work like the previous version.",NEGATIVE,-0.5667,General Feedback
640,it sucks as hell. it crashes most of the time and takes a long time to load .,1,2025-07-03,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,it sucks as hell. it crashes most of the time and takes a long time to load .,NEGATIVE,-0.7964,General Feedback
641,"I will give only one star, because it faced with multiple of problems. 1. The app is not as fast as the other banks App, for e.g like CBE 2. The App asks repeatedly to switch off developer options, even if it is switched off. 3. Bank of Abyssinia's services are interesting, but they ignored the issues on the App service. 4. Most customers gave a complain on the App, but no one accept their complain to fix the issue. 5. Lastly, I will not recommend the App unless the issue has been solved ASAP!!",1,2025-01-03,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,"I will give only one star, because it faced with multiple of problems. 1. The app is not as fast as the other banks App, for e.g like CBE 2. The App asks repeatedly to switch off developer options, even if it is switched off. 3. Bank of Abyssinia's services are interesting, but they ignored the issues on the App service. 4. Most customers gave a complain on the App, but no one accept their complain to fix the issue. 5. Lastly, I will not recommend the App unless the issue has been solved ASAP!!",NEGATIVE,-0.8587,Transaction Performance
642,Abyssinian mobile banking the latest one,5,2024-02-22,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,Abyssinian mobile banking the latest one,NEUTRAL,0.0,General Feedback
643,Fast and reliable,5,2024-11-18,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,Fast and reliable,NEUTRAL,0.0,Transaction Performance
644,"very uninterested it's not working when the ""developer mode on"" i haven't off the developer options i preferred to uninstall your app .....",1,2025-06-24,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,"very uninterested it's not working when the ""developer mode on"" i haven't off the developer options i preferred to uninstall your app .....",NEUTRAL,0.0,General Feedback
645,BOA Mobile banking is hard to deal with. Very poor app never gets better it keep lagging,1,2024-02-12,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,BOA Mobile banking is hard to deal with. Very poor app never gets better it keep lagging,NEGATIVE,-0.8073,General Feedback
646,"The app is not suitable and lacks a good UI design. As a large bank, you must update your app with a professional UI that is fast and appropriate.",2,2025-10-16,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,"The app is not suitable and lacks a good UI design. As a large bank, you must update your app with a professional UI that is fast and appropriate.",POSITIVE,0.4404,User Interface & Experience
647,How to download or screenshot of payment receipt...what kinda worst app ever 🤮🤮🤢,1,2024-09-11,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,How to download or screenshot of payment receipt...what kinda worst app ever  face_vomiting  face_vomiting  nauseated_face ,NEGATIVE,-0.5868,General Feedback
648,Why do u force me to Turn OFF developers option just to use your app its not fair and am not using ur app anymore,1,2024-05-10,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,Why do u force me to Turn OFF developers option just to use your app its not fair and am not using ur app anymore,NEGATIVE,-0.2411,General Feedback
649,I can't type my otp on it.,1,2025-10-01,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,I can't type my otp on it.,NEUTRAL,0.0,General Feedback
650,It is not work for my device,5,2024-08-27,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,It is not work for my device,NEUTRAL,0.0,General Feedback
651,I like this bank by his activity and respect castemers i look like my house,5,2024-04-22,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,I like this bank by his activity and respect castemers i look like my house,POSITIVE,0.7964,General Feedback
652,Thank you,5,2024-02-03,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,Thank you,POSITIVE,0.3612,Feature Requests & General
653,I don't know why but your apps start out great then all of a sudden don't work🤷‍♀️,1,2024-11-28,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,I don't know why but your apps start out great then all of a sudden don't work woman_shrugging ,POSITIVE,0.7684,General Feedback
654,This app isn't working well on Tecno phone 📱. what is the error??,1,2024-04-29,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,This app isn't working well on Tecno phone  mobile_phone . what is the error??,NEGATIVE,-0.5959,General Feedback
655,I love boa but the mobile app isn't as good as the older version when the app gets update it gets worse and worse it doesn't even work..fix the issue with that,2,2024-04-28,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,I love boa but the mobile app isn't as good as the older version when the app gets update it gets worse and worse it doesn't even work..fix the issue with that,NEGATIVE,-0.8692,Customer Support
656,It crushes repeatedly,1,2024-05-03,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,It crushes repeatedly,NEGATIVE,-0.4404,General Feedback
657,95% of the time it crashes,1,2024-05-01,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,95% of the time it crashes,NEUTRAL,0.0,General Feedback
658,I think this app is fraudulent. It is not real,1,2024-01-15,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,I think this app is fraudulent. It is not real,NEGATIVE,-0.4939,General Feedback
659,"Simple, fast and easy to use. I had bad experience on apollo and the older version of this app is too slow.",5,2024-02-05,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,"Simple, fast and easy to use. I had bad experience on apollo and the older version of this app is too slow.",NEGATIVE,-0.1531,User Interface & Experience
660,If it is possible I would gove0 star,1,2024-10-08,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,If it is possible I would gove0 star,NEUTRAL,0.0,User Interface & Experience
661,I don't get why this app is developed it is not functional at all !!,1,2024-05-12,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,I don't get why this app is developed it is not functional at all !!,NEUTRAL,0.0,General Feedback
662,"I would like to share feedback regarding the application. It frequently experiences disruptions and does not function properly, often freezing or failing to load. This issue is affecting workflow and efficiency. Kindly review and address this problem to ensure smoother performance.",1,2025-11-08,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,"I would like to share feedback regarding the application. It frequently experiences disruptions and does not function properly, often freezing or failing to load. This issue is affecting workflow and efficiency. Kindly review and address this problem to ensure smoother performance.",POSITIVE,0.4166,General Feedback
663,Great apps,5,2024-04-07,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,Great apps,POSITIVE,0.6249,General Feedback
664,The new app is very good,5,2024-07-13,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,The new app is very good,POSITIVE,0.4927,General Feedback
665,"By far the nicest looking app by an Ethiopian Bank. But it's functionality is weak. It is full of Transaction error, Function Error. Kudos, but it needs more backend work.",2,2024-04-22,BOA,Google Play,Bank of Abyssinia,com.boa.boaMobileBanking,"By far the nicest looking app by an Ethiopian Bank. But it's functionality is weak. It is full of Transaction error, Function Error. Kudos, but it needs more backend work.",NEGATIVE,-0.6597,General Feedback
